PHRASE,FULL_TEXT
dry cleaning,is there dry cleaning service
laundry,How much is laundry charge
coffee,Do you have morning coffee served in the lobby?
tour packages,do you have tour packages
pet policy,What is your pet policy
pet policy,pet policy
smoking,Is Smoking Allowed?
smoking,Smoking
smoking,Can I smoke
smoking,Do you have Smoking rooms?
drinking water,i need bottle of water
extra towels,I need extra towel
extra pillow,extra pillow
extra towels,extra towel
safety deposit box,digital safe
hair dryer,hair dryer
toothpaste,i need toothpaste
toothbrush,i need toothbrush
housekeeping,Need room cleaning
tv remote,TV Remote?
order food,Can i order food for delivery
iron board,Do you have iron board
rollaway bed,Do you have rollaway bed
location,Where is the tennis court?
crib,crib available?
microwave,microwave
hair dryer,i need hair dryer
charging station,EV charging station
refrigerator,Does the room have mini refrigerator
air conditioning,Does the room have air conditioning
microwave,Is there microwave in the room
room upgrade,can i upgrade my room
alarm clock,is there alarm clock in room
atm,Do you have ATM?
safety deposit box,digital safe
charger,Do you have iPhone Charger
charger,charger
program,Can i book private events at your hotel?
phone,Do you have phone charger
charger,Do you have phone charger
phone,Do you have phone charger?
charger,Do you have phone charger?
charger,charger
charger,charger?
wifi,How to connect to your wifi
wifi,What is the WiFi password
wifi,Wi-Fi
wifi,wifi passcode?
wifi,free wifi?
wifi,how do i connect to wifi?
wifi,wifi login
rollaway bed,Do you have rollaway bed
rollaway bed,rollaway bed?
rollaway bed,rollaway bed
rollaway bed,can i get rollaway bed
shuttle service,Do you have shuttle service
shuttle service,shuttle service
shuttle service,shuttle service?
shuttle service,Is there shuttle service?
location,Where is the vending machine?
breakfast,When do you serve breakfast
hours of operation,Breakfast timing?
breakfast,Breakfast timing?
complimentary breakfast,Complimentary breakfast
hours of operation,what time is breakfast?
breakfast,what time is breakfast?
complimentary breakfast,is there free breakfast?
restaurant,Nearby Restaurants
restaurant,Nearby Restaurants?
near by,Restaurants nearby
restaurant,Restaurant
attractions,Nearby Attractions
near by,Nearby Attractions
attractions,Attractions
attractions,attractions nearby
near by,attractions nearby
attractions,Attractions?
extra towels,"I need extra towel, soap"
body wash,"I need extra towel, soap"
body wash,soap?
checkout time,Can I extend my checkout time
shopping,Any nearby shopping mall
shopping,Any nearby shopping mall
near by,Any nearby shopping mall
shopping,shopping malls?
shopping,shopping mall
shopping,shopping mall
smoking,Is Smoking Allowed?
smoking,can i smoke?
smoking,smoking policy?
smoking,non smoking policy?
housekeeping,Need room cleaning
housekeeping,room cleaning?
hours of operation,what time is checkout?
check out,what time is checkout?
checkin time,checkin time?
check-in,checkin
check-in,check in
checkout time,checkout time
checkout time,checkout time?
check out,check out
hours of operation,what time is check out
check out,what time is check out
discount,breakfast discount?
breakfast,breakfast discount?
discount,do you offer breakfast discount?
breakfast,do you offer breakfast discount?
hours of operation,Breakfast hours
breakfast,Breakfast hours
breakfast time,Breakfast time?
cable,Cable
cable,Cable tv
cable,Cable tv please. Thanks
check-in,can another person check in for me
check-in,Can I check in early like 1:30 or 2pm
check out,Can I come during lunch to check out ? Or does it automatically check me out
safety deposit box,Can I get a refund Even though I didn't get the refund package? I don't feel safe
conditioner,Can I get an ice bucket extra soaps shampoo conditioner
shampoo,Can I get an ice bucket extra soaps shampoo conditioner
late checkout,Can I have late check out
shuttle service,Can i use the shuttle today
housekeeping,Can we get house keeping to clean and bring us new towels
channel lineup,Channel lineup
coffee,Coffee available in the lobby
late checkout,Do you offer late check out?
drinking water,Drinking water?
order food,Food delivery
luggage storage,"For connecting flight over 12 hours, I hope we can still recheck luggage"
hours of operation,"For connecting flight over 12 hours, I hope we can still recheck luggage"
wifi,Freda Mattingly TheThe Internet is asking for a password could you tell me what it is we are in room 127 John
wifi,Freda Mattingly TheThe Internet is asking for a password could you tell me what it is we are in room 127 John
refrigerator,fridge microwave
microwave,fridge microwave
check out,"Got in late, what is the latest checkout you can do"
pool,Heated pool
hours of operation,"Hello, what are your hours today"
check out,How do I check out ?
housekeeping,Housekeeping service
toilet paper,I have a clogged sink in need toilet paper Kleenex plz
checkout time,I need a 12pm check out time please
hair dryer,I need a new hair dryer!
shampoo,I need shampoo
check out,I want to check out
parking,I work nights I will be getting back here around 4 or 5 am sometimes around 3 am.. will there be parking?
ice machine,Is an ice machine available
hours of operation,Is check in 24 hours
check-in,Is check in 24 hours
wifi,Is there a WiFi address password I can log into
wifi,Is there a WiFi address password I can log into
location,Is there a WiFi address password I can log into
drinking water,Is there anywhere to get bottled water close?
hours of operation,Is there anywhere to get bottled water close?
breakfast time,Know what time breakfast actually starts
hours of operation,Know what time breakfast actually starts
late checkout,May we have a late check out tomorrow
plunger,Need a plunger
restaurant,Need nearby restaurant suggestions for dinner
near by,Need nearby restaurant suggestions for dinner
toilet paper,Need toilet paper
pool,Open pool
hours of operation,Open pool
microwave,Please is there a microwave available for use near the front desk?
near by,Please is there a microwave available for use near the front desk?
room service,Room service
shuttle service,Shuttle pickup service
shuttle service,Shuttle pickup service
near by,"Shuttle service to nearby hotels, we are here for a conference don't like driving while on vacation."
shuttle service,"Shuttle service to nearby hotels, we are here for a conference don't like driving while on vacation."
shuttle service,Shuttle services to DFW airport
shuttle service,Shuttle to the game today
near by,Store near by.
hours of operation,Time of checkout?
check out,Time of checkout?
hours of operation,What time does the first shuttle pick up at the end of game?
shuttle service,What time does the first shuttle pick up at the end of game?
checkout time,When is check out time
location,Where is ice machine
ice machine,Where is ice machine
location,Where is my roll away
location,Where is the gym
gym,Where is the gym
location,Where is the ice machine?? the one up stairs dosent work in the middle
ice machine,Where is the ice machine?? the one up stairs dosent work in the middle
late checkout,Can i have a late checkout due to the issue with getting key to work in the room?
phone,There is no phone in my room
crib,is there charge for the crib
check-in,check-in
check out,Checkout at 11am right
microwave,microwave
coffee,in room coffee
smoking,can I smoke
discount,is there discount for booking multiple rooms
discount,can I get discount for staying for a long period
extend stay,extended stay discount
discount,extended stay discount
phone,can I checkout on phone
check out,can I checkout on phone
check out,how do I checkout
charger,laptop charger
near by,recommendation for food nearby
tour packages,do u offer any tours
wifi,how do I connect to the internet
breakfast,where do u serve breakfast
check out,early checkout
check-in,expres checkin
check out,when can I checkout?
breakfast,what do u serve in breakfast
breakfast,do I need to pay extra for breakfast
location,where is starbucks
coffee shop,where is starbucks
shopping,where is the shopping mall
shopping,where is the shopping mall
location,where is the shopping mall
drinking water,bottled water
drinking water,can I get bottled water
drinking water,can I get bottle of water
near by,is there ATM near the hotel
atm,is there ATM near the hotel
tv remote,TV Remote
tv remote,where is TV remote
location,where is TV remote
safety deposit box,in room safe
iron board,iron
coffee,May I have extra coffee
check out,How do I check out
room service,room service
toilet paper,Hello exchange some towels get more toilet paper please
extend stay,Extending stay
wifi,What amenities have WiFi password needed checkout time
amenities,What amenities have WiFi password needed checkout time
checkout time,What amenities have WiFi password needed checkout time
drinking water,Is there anywhere to get bottled water close?
hours of operation,Is there anywhere to get bottled water close?
wifi,Is there a password for Wifi
wifi,Is there a password for Wifi
wifi,what is the wifi
breakfast,Breakfast in the morning?
drinking water,Is there anywhere to get bottled water?
blankets,Can I get Blanket for my bed
coffee,Coffee
breakfast time,Breakfast time
amenities,Amenities please
check out,How do I checkout
wifi,What's Wifi password
amenities,What are your Amenities
extra towels,I can use an extra towel if possible
wifi,How access the wifi
pool,Is there a pool in ur motel ?
late checkout,Can I have a late check out?
pool,Pool hours
hours of operation,Pool hours
hours of operation,What time serve breakfast
breakfast,What time serve breakfast
attractions,Things to do
check out,When is checkout
wifi,Password
checkout time,When is my checkout time
gym,Gym timings
extend stay,Extending stay
breakfast,what are the times for breakfast
gym,good morning. Is there a gym here?
hours of operation,what are lobby hours?
breakfast,continental breakfast
breakfast time,what time breakfast start?
hours of operation,what time breakfast start?
complimentary breakfast,Does this hotel have a complimentary breakfast
